,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,name,role,release_year,seasons,imdb_score,imdb_votes
1446,tm356742,1.0,0.0,0.0,Trolls Holiday,MOVIE,PG,26,Joel Crawford,DIRECTOR,2017,0.0,6.1,2764.0
1447,tm351216,1.0,0.0,0.0,Joan Didion: The Center Will Not Hold,MOVIE,,92,Griffin Dunne,DIRECTOR,2017,0.0,7.4,2622.0
1449,tm298846,1.0,0.0,0.0,The Incredible Jessica James,MOVIE,,83,Jim Strouse,DIRECTOR,2017,0.0,6.5,7667.0
1450,tm414709,1.0,0.0,0.0,Siberia,MOVIE,R,104,Matthew Ross,DIRECTOR,2018,0.0,4.3,15369.0
1451,tm367250,1.0,0.0,0.0,The Resistance Banker,MOVIE,R,124,Joram Lürsen,DIRECTOR,2018,0.0,6.9,9470.0
1452,tm411507,1.0,0.0,0.0,John Mulaney: Kid Gorgeous at Radio City,MOVIE,R,64,Alex Timbers,DIRECTOR,2018,0.0,7.9,7933.0
1455,tm327199,1.0,0.0,0.0,The Saint,MOVIE,PG-13,92,Ernie Barbarash,DIRECTOR,2017,0.0,4.9,6669.0
1456,tm409766,1.0,0.0,0.0,In Darkness,MOVIE,,100,Anthony Byrne,DIRECTOR,2018,0.0,5.7,13248.0
1458,tm420797,1.0,0.0,0.0,Sierra Burgess Is a Loser,MOVIE,PG-13,105,Ian Samuels,DIRECTOR,2018,0.0,5.8,38841.0
1459,tm438502,1.0,0.0,0.0,Sad Hill Unearthed,MOVIE,,86,Guillermo de Oliveira,DIRECTOR,2017,0.0,7.4,1613.0
1460,tm411958,1.0,0.0,0.0,Ibiza,MOVIE,,94,Alex Richanbach,DIRECTOR,2018,0.0,5.2,17517.0
1461,tm322243,1.0,0.0,0.0,Shimmer Lake,MOVIE,,83,Oren Uziel,DIRECTOR,2017,0.0,6.3,14098.0
1462,tm305437,1.0,0.0,0.0,Hey Arnold! The Jungle Movie,MOVIE,,81,Raymie Muzquiz,DIRECTOR,2017,0.0,7.5,3183.0
1466,tm312577,1.0,0.0,0.0,Fullmetal Alchemist,MOVIE,PG-13,135,Fumihiko Sori,DIRECTOR,2017,0.0,5.2,19493.0
1467,tm413049,1.0,0.0,0.0,Animal World,MOVIE,R,125,Yan Han,DIRECTOR,2018,0.0,6.4,4447.0
1468,tm346467,1.0,0.0,0.0,Wheelman,MOVIE,R,82,Jeremy Rush,DIRECTOR,2017,0.0,6.4,20351.0
1470,tm299790,1.0,0.0,0.0,Cristela Alonzo: Lower Classy,MOVIE,,66,Marcus Raboy,DIRECTOR,2017,0.0,6.4,845.0
1471,tm219258,1.0,0.0,0.0,Brain on Fire,MOVIE,PG-13,88,Gerard Barrett,DIRECTOR,2017,0.0,6.6,21444.0
1472,tm266652,1.0,0.0,0.0,Bleach,MOVIE,PG-13,108,Shinsuke Sato,DIRECTOR,2018,0.0,6.4,11406.0
1473,tm244368,1.0,0.0,0.0,You Get Me,MOVIE,,89,Brent Bonacorso,DIRECTOR,2017,0.0,4.7,12740.0
1475,tm419733,1.0,0.0,0.0,"My Teacher, My Obsession",MOVIE,,105,Damián Romay,DIRECTOR,2018,0.0,4.4,2354.0
1476,tm352774,1.0,0.0,0.0,Voyeur,MOVIE,R,95,Myles Kane,DIRECTOR,2017,0.0,6.1,6097.0
1477,tm352774,1.0,0.0,0.0,Voyeur,MOVIE,R,95,Josh Koury,DIRECTOR,2017,0.0,6.1,6097.0
1478,tm406881,1.0,0.0,0.0,Bathtubs Over Broadway,MOVIE,PG-13,87,Dava Whisenant,DIRECTOR,2018,0.0,7.6,1089.0
1480,tm317110,1.0,0.0,0.0,Psychokinesis,MOVIE,,101,Yeon Sang-ho,DIRECTOR,2018,0.0,5.9,5643.0
1481,tm437608,1.0,0.0,0.0,Adam Sandler: 100% Fresh,MOVIE,R,73,Steven Brill,DIRECTOR,2018,0.0,7.5,5178.0
1482,tm407827,1.0,0.0,0.0,Girl,MOVIE,R,105,Lukas Dhont,DIRECTOR,2018,0.0,7.1,14356.0
1483,tm326723,1.0,0.0,0.0,The Polka King,MOVIE,,95,Maya Forbes,DIRECTOR,2017,0.0,5.9,10568.0
1484,tm241990,1.0,0.0,0.0,Blame!,MOVIE,PG-13,106,Hiroyuki Seshita,DIRECTOR,2017,0.0,6.6,8044.0
1485,tm285356,1.0,0.0,0.0,First They Killed My Father,MOVIE,R,136,Angelina Jolie,DIRECTOR,2017,0.0,7.2,17871.0
1486,tm324820,1.0,0.0,0.0,MFKZ,MOVIE,R,95,Shoujirou Nishimi,DIRECTOR,2018,0.0,6.7,4412.0
1487,tm324820,1.0,0.0,0.0,MFKZ,MOVIE,R,95,Guillaume Renard,DIRECTOR,2018,0.0,6.7,4412.0
1489,tm330869,1.0,0.0,0.0,Show Dogs,MOVIE,PG,92,Raja Gosnell,DIRECTOR,2018,0.0,3.8,4704.0
1490,tm285340,1.0,0.0,0.0,Girlfriend's Day,MOVIE,,70,Michael Stephenson,DIRECTOR,2017,0.0,5.2,4381.0
1491,tm270999,1.0,0.0,0.0,The Resurrection of Gavin Stone,MOVIE,PG,91,Dallas Jenkins,DIRECTOR,2017,0.0,6.2,2269.0
1493,tm349138,1.0,0.0,0.0,One of Us,MOVIE,,95,Heidi Ewing,DIRECTOR,2017,0.0,7.0,6574.0
1494,tm349138,1.0,0.0,0.0,One of Us,MOVIE,,95,Rachel Grady,DIRECTOR,2017,0.0,7.0,6574.0
1495,tm448122,1.0,0.0,0.0,Taylor Swift: Reputation Stadium Tour,MOVIE,PG-13,125,Paul Dugdale,DIRECTOR,2018,0.0,8.3,5435.0
1497,tm315584,1.0,0.0,0.0,Godzilla: Planet of the Monsters,MOVIE,PG-13,89,Kobun Shizuno,DIRECTOR,2017,0.0,6.0,8548.0
1498,tm315584,1.0,0.0,0.0,Godzilla: Planet of the Monsters,MOVIE,PG-13,89,Hiroyuki Seshita,DIRECTOR,2017,0.0,6.0,8548.0
1499,tm420334,1.0,0.0,0.0,Like Father,MOVIE,R,103,Lauren Miller,DIRECTOR,2018,0.0,6.1,21378.0
1502,tm282910,1.0,0.0,0.0,Fireworks,MOVIE,PG-13,90,Kai Wang,DIRECTOR,2017,0.0,5.6,3147.0
1503,tm282910,1.0,0.0,0.0,Fireworks,MOVIE,PG-13,90,Ding Ma,DIRECTOR,2017,0.0,5.6,3147.0
1505,tm425138,1.0,0.0,0.0,Godzilla: The Planet Eater,MOVIE,PG,91,Hiroyuki Seshita,DIRECTOR,2018,0.0,5.0,4196.0
1506,tm425138,1.0,0.0,0.0,Godzilla: The Planet Eater,MOVIE,PG,91,Kobun Shizuno,DIRECTOR,2018,0.0,5.0,4196.0
1507,tm307515,1.0,0.0,0.0,Amar,MOVIE,,105,Esteban Crespo,DIRECTOR,2017,0.0,5.1,4459.0
1508,tm244519,1.0,0.0,0.0,Birth of the Dragon,MOVIE,PG-13,103,George Nolfi,DIRECTOR,2017,0.0,5.6,8220.0
1509,tm347821,1.0,0.0,0.0,Outside In,MOVIE,,109,Lynn Shelton,DIRECTOR,2018,0.0,6.7,4768.0
1510,tm298779,1.0,0.0,0.0,Lu Over the Wall,MOVIE,PG,117,Masaaki Yuasa,DIRECTOR,2017,0.0,6.8,2269.0
1512,tm369179,1.0,0.0,0.0,Irreplaceable You,MOVIE,,96,Stephanie Laing,DIRECTOR,2018,0.0,6.4,9583.0
1516,tm266685,1.0,0.0,0.0,Sandy Wexler,MOVIE,,130,Steven Brill,DIRECTOR,2017,0.0,5.2,17039.0
1517,tm409618,1.0,0.0,0.0,Alex Strangelove,MOVIE,R,99,Craig Johnson,DIRECTOR,2018,0.0,6.3,17746.0
1518,tm347530,1.0,0.0,0.0,Gaga: Five Foot Two,MOVIE,,100,Chris Moukarbel,DIRECTOR,2017,0.0,7.0,12937.0
1523,tm313974,1.0,0.0,0.0,Get Me Roger Stone,MOVIE,,100,Morgan Pehme,DIRECTOR,2017,0.0,7.3,7408.0
1524,tm313974,1.0,0.0,0.0,Get Me Roger Stone,MOVIE,,100,Dylan Bank,DIRECTOR,2017,0.0,7.3,7408.0
1525,tm313974,1.0,0.0,0.0,Get Me Roger Stone,MOVIE,,100,Daniel DiMauro,DIRECTOR,2017,0.0,7.3,7408.0
1526,tm359103,1.0,0.0,0.0,River's Edge,MOVIE,,118,Isao Yukisada,DIRECTOR,2018,0.0,6.2,952.0
1527,tm1883,1.0,0.0,0.0,Animal Crackers,MOVIE,PG,105,Tony Bancroft,DIRECTOR,2017,0.0,5.8,3422.0
1528,tm1883,1.0,0.0,0.0,Animal Crackers,MOVIE,PG,105,Scott Christian Sava,DIRECTOR,2017,0.0,5.8,3422.0
1529,tm1883,1.0,0.0,0.0,Animal Crackers,MOVIE,PG,105,Jaime Maestro,DIRECTOR,2017,0.0,5.8,3422.0
1537,tm271959,1.0,0.0,0.0,Mr. Roosevelt,MOVIE,,90,Noël Wells,DIRECTOR,2017,0.0,6.2,3391.0
1538,tm318200,1.0,0.0,0.0,Clive Davis: The Soundtrack of Our Lives,MOVIE,PG-13,123,Chris Perkel,DIRECTOR,2017,0.0,7.4,991.0
1539,tm375912,1.0,0.0,0.0,Ricky Gervais: Humanity,MOVIE,R,79,John L. Spencer,DIRECTOR,2018,0.0,8.0,19752.0
1540,tm407775,1.0,0.0,0.0,Lady J,MOVIE,,109,Emmanuel Mouret,DIRECTOR,2018,0.0,6.8,3306.0
1542,tm436844,1.0,0.0,0.0,The Christmas Chronicles,MOVIE,PG,104,Clay Kaytis,DIRECTOR,2018,0.0,7.0,71740.0
1543,tm429163,1.0,0.0,0.0,The Photographer of Mauthausen,MOVIE,R,110,Mar Targarona,DIRECTOR,2018,0.0,6.7,10687.0
1544,tm308090,1.0,0.0,0.0,Bill Nye: Science Guy,MOVIE,,95,Jason Sussberg,DIRECTOR,2017,0.0,6.5,1222.0
1545,tm308090,1.0,0.0,0.0,Bill Nye: Science Guy,MOVIE,,95,David Alvarado,DIRECTOR,2017,0.0,6.5,1222.0
1546,tm427465,1.0,0.0,0.0,Quincy,MOVIE,,124,Alan Hicks,DIRECTOR,2018,0.0,7.6,4551.0
1547,tm427465,1.0,0.0,0.0,Quincy,MOVIE,,124,Rashida Jones,DIRECTOR,2018,0.0,7.6,4551.0
1548,tm349529,1.0,0.0,0.0,Cuba and the Cameraman,MOVIE,,113,Jon Alpert,DIRECTOR,2017,0.0,8.2,4859.0
1549,tm372318,1.0,0.0,0.0,The World Is Yours,MOVIE,R,94,Romain Gavras,DIRECTOR,2018,0.0,6.3,4342.0
1552,tm299761,1.0,0.0,0.0,Toc Toc,MOVIE,PG,90,Vicente Villanueva,DIRECTOR,2017,0.0,6.8,18865.0
1554,tm348003,1.0,0.0,0.0,Acts of Vengeance,MOVIE,R,87,Isaac Florentine,DIRECTOR,2017,0.0,5.7,12160.0
1555,tm219252,1.0,0.0,0.0,Carrie Pilby,MOVIE,,98,Susan Johnson,DIRECTOR,2017,0.0,6.6,11694.0
1556,tm294581,1.0,0.0,0.0,The Clapper,MOVIE,R,89,Dito Montiel,DIRECTOR,2018,0.0,5.1,7688.0
1557,tm290831,1.0,0.0,0.0,Fun Mom Dinner,MOVIE,R,81,Alethea Jones,DIRECTOR,2017,0.0,5.3,5509.0
1558,tm425732,1.0,0.0,0.0,The Land of Steady Habits,MOVIE,,98,Nicole Holofcener,DIRECTOR,2018,0.0,6.2,7717.0
1559,tm413557,1.0,0.0,0.0,Okko's Inn,MOVIE,PG,94,Kitarou Kousaka,DIRECTOR,2018,0.0,7.0,1856.0
1561,tm285295,1.0,0.0,0.0,Our Souls at Night,MOVIE,,101,Ritesh Batra,DIRECTOR,2017,0.0,6.9,13519.0
1562,tm366019,1.0,0.0,0.0,BuyBust,MOVIE,,127,Erik Matti,DIRECTOR,2018,0.0,5.7,1902.0
1563,tm350607,1.0,0.0,0.0,Escape from Mr. Lemoncello's Library,MOVIE,G,69,Scott McAboy,DIRECTOR,2017,0.0,5.3,465.0
1564,tm434917,1.0,0.0,0.0,I Am Jonas,MOVIE,,82,Christophe Charrier,DIRECTOR,2018,0.0,7.0,5896.0
1565,tm368538,1.0,0.0,0.0,MILF,MOVIE,,101,Axelle Laffont,DIRECTOR,2018,0.0,4.8,6223.0
1566,tm445735,1.0,0.0,0.0,Springsteen On Broadway,MOVIE,,153,Thom Zimny,DIRECTOR,2018,0.0,8.5,2199.0
1567,tm427293,1.0,0.0,0.0,Solo,MOVIE,,100,Hugo Stuven Casasnovas,DIRECTOR,2018,0.0,5.0,2779.0
1568,tm353742,1.0,0.0,0.0,Bullet Head,MOVIE,R,94,Paul Solet,DIRECTOR,2017,0.0,5.4,10149.0
1569,tm311898,1.0,0.0,0.0,Small Crimes,MOVIE,,95,Rodrigo Grota,DIRECTOR,2017,0.0,5.8,8109.0
1570,tm326624,1.0,0.0,0.0,Unrest,MOVIE,,97,Jennifer Brea,DIRECTOR,2017,0.0,7.6,2904.0
1572,tm443993,1.0,0.0,0.0,"Take the Ball, Pass the Ball",MOVIE,,107,Duncan McMath,DIRECTOR,2018,0.0,7.9,3089.0
1577,tm420656,1.0,0.0,0.0,Reprisal,MOVIE,R,89,Brian A. Miller,DIRECTOR,2018,0.0,4.2,7504.0
1578,tm441198,1.0,0.0,0.0,The Princess Switch,MOVIE,PG,101,Mike Rohl,DIRECTOR,2018,0.0,6.0,27852.0
1579,tm430104,1.0,0.0,0.0,High Society,MOVIE,,119,Byun Hyuk,DIRECTOR,2018,0.0,5.5,1018.0
1580,tm285649,1.0,0.0,0.0,The Ottoman Lieutenant,MOVIE,R,111,Joseph Ruben,DIRECTOR,2017,0.0,6.4,25674.0
1581,tm313293,1.0,0.0,0.0,Whose Streets?,MOVIE,R,90,Sabaah Folayan,DIRECTOR,2017,0.0,5.5,1337.0
1582,tm357820,1.0,0.0,0.0,The Open House,MOVIE,,94,Suzanne Coote,DIRECTOR,2018,0.0,3.3,34156.0
1583,tm357820,1.0,0.0,0.0,The Open House,MOVIE,,94,Matt Angel,DIRECTOR,2018,0.0,3.3,34156.0
1584,tm440996,1.0,0.0,0.0,Trevor Noah: Son of Patricia,MOVIE,R,63,David Paul Meyer,DIRECTOR,2018,0.0,7.3,4101.0
1585,tm260272,1.0,0.0,0.0,Little Evil,MOVIE,,94,Eli Craig,DIRECTOR,2017,0.0,5.6,21421.0
1588,tm446424,1.0,0.0,0.0,Christmas with a Prince,MOVIE,,90,Justin G. Dyck,DIRECTOR,2018,0.0,5.2,1643.0
1589,tm320727,1.0,0.0,0.0,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,,60,Liz Plonka,DIRECTOR,2017,0.0,7.4,2868.0
1593,tm313487,1.0,0.0,0.0,Bending the Arc,MOVIE,,102,Kief Davidson,DIRECTOR,2017,0.0,8.0,337.0
1594,tm313487,1.0,0.0,0.0,Bending the Arc,MOVIE,,102,Pedro Kos,DIRECTOR,2017,0.0,8.0,337.0
1595,tm357479,1.0,0.0,0.0,Day of the Dead: Bloodline,MOVIE,R,90,Hèctor Hernández Vicens,DIRECTOR,2017,0.0,3.4,11909.0
1597,tm368310,1.0,0.0,0.0,Retablo,MOVIE,,95,Alvaro Delgado Aparicio,DIRECTOR,2018,0.0,7.5,1763.0
1600,tm440415,1.0,0.0,0.0,John Leguizamo's Latin History for Morons,MOVIE,PG,89,Aram Rappaport,DIRECTOR,2018,0.0,7.3,808.0
1602,tm300054,1.0,0.0,0.0,Orbiter 9,MOVIE,,95,Hatem Khraiche,DIRECTOR,2017,0.0,5.9,7738.0
1603,tm320670,1.0,0.0,0.0,White Fang,MOVIE,PG,87,Alexandre Espigares,DIRECTOR,2018,0.0,6.9,3682.0
1605,tm233360,1.0,0.0,0.0,Sand Storm,MOVIE,,87,Elite Zexer,DIRECTOR,2017,0.0,6.8,3492.0
1606,tm443186,1.0,0.0,0.0,Generation Iron 3,MOVIE,,75,Vlad Yudin,DIRECTOR,2018,0.0,6.2,3169.0
1607,tm314705,1.0,0.0,0.0,Jo Koy: Live from Seattle,MOVIE,,63,Shannon Hartman,DIRECTOR,2017,0.0,7.2,1357.0
1608,tm324124,1.0,0.0,0.0,"Oh, Hello on Broadway",MOVIE,,102,Michael John Warren,DIRECTOR,2017,0.0,7.7,3141.0
1609,tm417440,1.0,0.0,0.0,Camarón: The Film,MOVIE,,104,Alexis Morante,DIRECTOR,2018,0.0,7.5,307.0
1610,tm139564,1.0,0.0,0.0,The Outcasts,MOVIE,PG-13,95,Peter Hutchings,DIRECTOR,2017,0.0,5.4,4567.0
1612,tm327540,1.0,0.0,0.0,Gnome Alone,MOVIE,PG,85,Peter Lepeniotis,DIRECTOR,2017,0.0,5.6,3488.0
1613,tm371630,1.0,0.0,0.0,How to Be Really Bad,MOVIE,,100,Marco Petry,DIRECTOR,2018,0.0,6.2,1152.0
1615,tm344886,1.0,0.0,0.0,The Angel,MOVIE,,114,Ariel Vromen,DIRECTOR,2018,0.0,6.6,14115.0
1616,tm420989,1.0,0.0,0.0,Father of the Year,MOVIE,,94,Tyler Spindel,DIRECTOR,2018,0.0,5.2,11545.0
1617,tm270490,1.0,0.0,0.0,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,R,76,Errol Morris,DIRECTOR,2017,0.0,6.7,763.0
1618,tm426202,1.0,0.0,0.0,Demetri Martin: The Overthinker,MOVIE,,56,Jay Karas,DIRECTOR,2018,0.0,7.2,1708.0
1619,tm313988,1.0,0.0,0.0,The Death and Life of Marsha P. Johnson,MOVIE,,105,David France,DIRECTOR,2017,0.0,7.2,2964.0
1621,tm404690,1.0,0.0,0.0,Happy Anniversary,MOVIE,,78,Jared Stern,DIRECTOR,2018,0.0,5.7,4265.0
1623,tm376903,1.0,0.0,0.0,Dry Martina,MOVIE,,95,Che Sandoval,DIRECTOR,2018,0.0,5.8,999.0
1624,tm359713,1.0,0.0,0.0,El Camino Christmas,MOVIE,,89,David E. Talbert,DIRECTOR,2017,0.0,5.7,8830.0
1626,tm238377,1.0,0.0,0.0,The Legacy of a Whitetail Deer Hunter,MOVIE,,83,Jody Hill,DIRECTOR,2018,0.0,5.5,3924.0
1627,tm285171,1.0,0.0,0.0,Clinical,MOVIE,,104,Alistair Legrand,DIRECTOR,2017,0.0,5.1,8030.0
1628,tm363231,1.0,0.0,0.0,Godzilla: City on the Edge of Battle,MOVIE,PG-13,105,Hiroyuki Seshita,DIRECTOR,2018,0.0,5.8,4896.0
1629,tm363231,1.0,0.0,0.0,Godzilla: City on the Edge of Battle,MOVIE,PG-13,105,Kobun Shizuno,DIRECTOR,2018,0.0,5.8,4896.0
1632,tm424032,1.0,0.0,0.0,My Masterpiece,MOVIE,,100,Gastón Duprat,DIRECTOR,2018,0.0,7.1,6162.0
1633,tm421776,1.0,0.0,0.0,Ronnie Coleman: The King,MOVIE,,93,Vlad Yudin,DIRECTOR,2018,0.0,7.0,3839.0
1634,tm322569,1.0,0.0,0.0,Hasan Minhaj: Homecoming King,MOVIE,,72,Christopher Storer,DIRECTOR,2017,0.0,8.2,7250.0
1635,tm266702,1.0,0.0,0.0,The Climb,MOVIE,,103,Ludovic Bernard,DIRECTOR,2017,0.0,6.9,7505.0
1639,tm426569,1.0,0.0,0.0,A Twelve-Year Night,MOVIE,,117,Álvaro Brechner,DIRECTOR,2018,0.0,7.5,9920.0
1640,tm414447,1.0,0.0,0.0,Dear Ex,MOVIE,,99,Mag Hsu,DIRECTOR,2018,0.0,7.3,6317.0
1641,tm414447,1.0,0.0,0.0,Dear Ex,MOVIE,,99,Chih-yen Hsu,DIRECTOR,2018,0.0,7.3,6317.0
1642,tm311319,1.0,0.0,0.0,Manhunt,MOVIE,,106,John Woo,DIRECTOR,2017,0.0,5.2,3247.0
1643,tm405849,1.0,0.0,0.0,Flavors of Youth,MOVIE,PG-13,68,Yoshitaka Takeuchi,DIRECTOR,2018,0.0,6.6,7359.0
1644,tm405849,1.0,0.0,0.0,Flavors of Youth,MOVIE,PG-13,68,Xiaoxing Yi,DIRECTOR,2018,0.0,6.6,7359.0
1645,tm405849,1.0,0.0,0.0,Flavors of Youth,MOVIE,PG-13,68,Li Haoling,DIRECTOR,2018,0.0,6.6,7359.0
1646,tm344336,1.0,0.0,0.0,Burn Out,MOVIE,,107,Yann Gozlan,DIRECTOR,2018,0.0,6.2,3803.0
1647,tm406831,1.0,0.0,0.0,Modest Heroes,MOVIE,PG,18,Hiromasa Yonebayashi,DIRECTOR,2018,0.0,6.6,2705.0
1648,tm406831,1.0,0.0,0.0,Modest Heroes,MOVIE,PG,18,Yoshiyuki Momose,DIRECTOR,2018,0.0,6.6,2705.0
1649,tm406831,1.0,0.0,0.0,Modest Heroes,MOVIE,PG,18,Akihiko Yamashita,DIRECTOR,2018,0.0,6.6,2705.0
1650,tm423761,1.0,0.0,0.0,Iliza Shlesinger: Elder Millennial,MOVIE,,72,Steve Paley,DIRECTOR,2018,0.0,7.2,4059.0
1651,tm374845,1.0,0.0,0.0,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,PG-13,99,Noriyuki Abe,DIRECTOR,2018,0.0,7.1,4768.0
1652,tm374845,1.0,0.0,0.0,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,PG-13,99,Yasuto Nishikata,DIRECTOR,2018,0.0,7.1,4768.0
1653,tm311995,1.0,0.0,0.0,The Battleship Island,MOVIE,PG-13,132,Ryoo Seung-wan,DIRECTOR,2017,0.0,7.1,7095.0
1654,tm366590,1.0,0.0,0.0,Sanju,MOVIE,,159,Rajkumar Hirani,DIRECTOR,2018,0.0,7.7,52227.0
1655,tm515157,1.0,0.0,0.0,Point Blank,MOVIE,NC-17,86,Joe Lynch,DIRECTOR,2017,0.0,5.7,14324.0
1656,tm434727,1.0,0.0,0.0,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,,63,Tom Forrest,DIRECTOR,2018,0.0,6.5,841.0
1657,tm361770,1.0,0.0,0.0,Craig Ferguson: Tickle Fight,MOVIE,,66,Jay Chapman,DIRECTOR,2017,0.0,6.6,999.0
1658,tm371952,1.0,0.0,0.0,Sarkar,MOVIE,,164,A.R. Murugadoss,DIRECTOR,2018,0.0,7.0,18453.0
1659,tm306811,1.0,0.0,0.0,Casting JonBenet,MOVIE,,81,Kitty Green,DIRECTOR,2017,0.0,6.1,5426.0
1660,tm425884,1.0,0.0,0.0,They'll Love Me When I'm Dead,MOVIE,,98,Morgan Neville,DIRECTOR,2018,0.0,7.4,5053.0
1661,tm307612,1.0,0.0,0.0,Strong Island,MOVIE,,107,Yance Ford,DIRECTOR,2017,0.0,6.4,3892.0
1662,tm366820,1.0,0.0,0.0,Come Sunday,MOVIE,,106,Joshua Marston,DIRECTOR,2018,0.0,6.0,2307.0
1663,tm311789,1.0,0.0,0.0,The Most Hated Woman in America,MOVIE,,91,Tommy O'Haver,DIRECTOR,2017,0.0,6.1,6618.0
1664,tm244300,1.0,0.0,0.0,Lommbock,MOVIE,,102,Christian Zübert,DIRECTOR,2017,0.0,6.7,3687.0
1665,tm301024,1.0,0.0,0.0,Wedding Unplanned,MOVIE,,94,Reem Kherici,DIRECTOR,2017,0.0,5.7,1707.0
1666,tm317491,1.0,0.0,0.0,Spyder,MOVIE,,145,A.R. Murugadoss,DIRECTOR,2017,0.0,6.3,10339.0
1667,tm327053,1.0,0.0,0.0,The Killer,MOVIE,,99,Marcelo Galvão,DIRECTOR,2017,0.0,6.0,2664.0
1668,tm419496,1.0,0.0,0.0,Lust Stories,MOVIE,R,120,Zoya Akhtar,DIRECTOR,2018,0.0,6.4,10830.0
1669,tm419496,1.0,0.0,0.0,Lust Stories,MOVIE,R,120,Anurag Kashyap,DIRECTOR,2018,0.0,6.4,10830.0
1670,tm419496,1.0,0.0,0.0,Lust Stories,MOVIE,R,120,Karan Johar,DIRECTOR,2018,0.0,6.4,10830.0
1671,tm419496,1.0,0.0,0.0,Lust Stories,MOVIE,R,120,Dibakar Banerjee,DIRECTOR,2018,0.0,6.4,10830.0
1672,tm410748,1.0,0.0,0.0,The Most Unknown,MOVIE,,92,Ian Cheney,DIRECTOR,2018,0.0,6.5,2129.0
1676,tm299764,1.0,0.0,0.0,The Motive,MOVIE,,104,Manuel Martín Cuenca,DIRECTOR,2017,0.0,6.5,5713.0
1677,tm408941,1.0,0.0,0.0,Mercury 13,MOVIE,NC-17,79,David Sington,DIRECTOR,2018,0.0,6.9,1180.0
1678,tm408941,1.0,0.0,0.0,Mercury 13,MOVIE,NC-17,79,Heather Walsh,DIRECTOR,2018,0.0,6.9,1180.0
1681,tm444469,1.0,0.0,0.0,Eerie,MOVIE,,101,Mikhail Red,DIRECTOR,2018,0.0,4.6,2324.0
1683,tm412273,1.0,0.0,0.0,Tig Notaro: Happy To Be Here,MOVIE,,58,Tig Notaro,DIRECTOR,2018,0.0,6.6,1365.0
1684,tm365122,1.0,0.0,0.0,Benji,MOVIE,PG,87,Brandon Camp,DIRECTOR,2018,0.0,6.3,4774.0
1685,tm309903,1.0,0.0,0.0,The Little Vampire 3D,MOVIE,,83,Karsten Kiilerich,DIRECTOR,2017,0.0,5.4,1721.0
1686,tm309903,1.0,0.0,0.0,The Little Vampire 3D,MOVIE,,83,Richard Claus,DIRECTOR,2017,0.0,5.4,1721.0
1687,tm362121,1.0,0.0,0.0,Time Share,MOVIE,,96,Sebastián Hofmann,DIRECTOR,2018,0.0,5.9,2793.0
1689,tm321628,1.0,0.0,0.0,Rip Tide,MOVIE,,85,Rhiannon Bannenberg,DIRECTOR,2017,0.0,5.4,3472.0
1690,tm299504,1.0,0.0,0.0,Holy Camp!,MOVIE,,109,Javier Ambrossi,DIRECTOR,2017,0.0,6.2,4052.0
1691,tm299504,1.0,0.0,0.0,Holy Camp!,MOVIE,,109,Javier Calvo,DIRECTOR,2017,0.0,6.2,4052.0
1694,tm346939,1.0,0.0,0.0,Alaska Is a Drag,MOVIE,,83,Shaz Bennett,DIRECTOR,2017,0.0,6.5,421.0
1695,tm326704,1.0,0.0,0.0,Parmanu: The Story of Pokhran,MOVIE,,129,Abhishek Sharma,DIRECTOR,2018,0.0,7.6,23973.0
1696,tm365824,1.0,0.0,0.0,Zero,MOVIE,,180,Aanand L. Rai,DIRECTOR,2018,0.0,5.2,27346.0
1697,tm407295,1.0,0.0,0.0,Amateur,MOVIE,R,17,Ryan Koo,DIRECTOR,2018,0.0,5.9,4459.0
1698,tm357552,1.0,0.0,0.0,Pottersville,MOVIE,,85,Seth Henrikson,DIRECTOR,2017,0.0,5.4,4696.0
1702,tm438995,1.0,0.0,0.0,A Christmas Prince: The Royal Wedding,MOVIE,PG,92,John Schultz,DIRECTOR,2018,0.0,5.3,10698.0
1703,tm404475,1.0,0.0,0.0,The Bleeding Edge,MOVIE,,99,Kirby Dick,DIRECTOR,2018,0.0,7.6,2720.0
1704,tm244274,1.0,0.0,0.0,Lowriders,MOVIE,PG-13,99,Ricardo de Montreuil,DIRECTOR,2017,0.0,5.6,2542.0
1705,tm376234,1.0,0.0,0.0,The Warning,MOVIE,,93,Daniel Calparsoro,DIRECTOR,2018,0.0,5.9,6356.0
1706,tm314829,1.0,0.0,0.0,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,,103,Stephen Tolkin,DIRECTOR,2017,0.0,5.5,348.0
1707,tm327622,1.0,0.0,0.0,S.W.A.T.: Under Siege,MOVIE,R,89,Tony Giglio,DIRECTOR,2017,0.0,4.5,3572.0
1709,tm371959,1.0,0.0,0.0,6 Balloons,MOVIE,,75,Marja-Lewis Ryan,DIRECTOR,2018,0.0,5.9,4144.0
1710,tm313120,1.0,0.0,0.0,Chasing Coral,MOVIE,,93,Jeff Orlowski,DIRECTOR,2017,0.0,8.1,5188.0
