,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,genres,name,character,role,release_year,seasons,imdb_score,imdb_votes,production_countries
16397,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Viola Davis,Annalise Keating,ACTOR,2014,6.0,8.1,148643.0,['US']
16398,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Billy Brown,Nate Lahey,ACTOR,2014,6.0,8.1,148643.0,['US']
16399,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Jack Falahee,Connor Walsh,ACTOR,2014,6.0,8.1,148643.0,['US']
16400,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Rome Flynn,Gabriel Maddox,ACTOR,2014,6.0,8.1,148643.0,['US']
16401,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Aja Naomi King,Michaela Pratt,ACTOR,2014,6.0,8.1,148643.0,['US']
16402,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Matt McGorry,Asher Millstone,ACTOR,2014,6.0,8.1,148643.0,['US']
16403,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Conrad Ricamora,Oliver Hampton,ACTOR,2014,6.0,8.1,148643.0,['US']
16404,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Amirah Vann,Tegan Price,ACTOR,2014,6.0,8.1,148643.0,['US']
16405,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Charlie Weber,Frank Delfino,ACTOR,2014,6.0,8.1,148643.0,['US']
16406,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Liza Weil,Bonnie Winterbottom,ACTOR,2014,6.0,8.1,148643.0,['US']
16407,ts21374,1.0,0.0,0.0,How to Get Away with Murder,SHOW,TV-14,43,"['crime', 'drama', 'thriller']",Carlos Montilla,Agent 1,ACTOR,2014,6.0,8.1,148643.0,['US']
16408,ts14583,1.0,0.0,0.0,BoJack Horseman,SHOW,TV-MA,26,"['comedy', 'drama', 'animation']",Will Arnett,BoJack Horseman / Butterscotch Horseman (voice),ACTOR,2014,6.0,8.8,148127.0,['US']
16409,ts14583,1.0,0.0,0.0,BoJack Horseman,SHOW,TV-MA,26,"['comedy', 'drama', 'animation']",Aaron Paul,Todd Chavez / AA Bird / Donkey Kid / Skippy (voice),ACTOR,2014,6.0,8.8,148127.0,['US']
16410,ts14583,1.0,0.0,0.0,BoJack Horseman,SHOW,TV-MA,26,"['comedy', 'drama', 'animation']",Alison Brie,Diane Nguyen / Vincent Adultman / Kevin / Samantha The Food Critic / Olivia / Joelle Clark / Otter / Cow Waitress / Sarah Lynn's Assistant / Ship Co-Captain / Golden Snowflake Announcer / Nurse / Waitress / Cow Waitress / Announcer (voice),ACTOR,2014,6.0,8.8,148127.0,['US']
16411,ts14583,1.0,0.0,0.0,BoJack Horseman,SHOW,TV-MA,26,"['comedy', 'drama', 'animation']",Amy Sedaris,Princess Carolyn / Sharona (voice),ACTOR,2014,6.0,8.8,148127.0,['US']
16412,ts14583,1.0,0.0,0.0,BoJack Horseman,SHOW,TV-MA,26,"['comedy', 'drama', 'animation']",Paul F. Tompkins,Mr. Peanutbutter / Marv / Virgil Van Cleef / Prescott / Andrew Garfield / Sandro / Dog Valet / Underwater Man / Concerned Man / Janitor / Bartholomew Scagsworth / Sloth Lawyer / Blimp Co-Pilot / Abortion Doctor / George Tickle / Giant Chocolate Oscar Guy / Actor #2 / Bird / Willie Wesleyan (voice),ACTOR,2014,6.0,8.8,148127.0,['US']
16559,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Téa Leoni,Elizabeth McCord,ACTOR,2014,6.0,7.6,22894.0,['US']
16560,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Tim Daly,Henry McCord,ACTOR,2014,6.0,7.6,22894.0,['US']
16561,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Zeljko Ivanek,Russell Jackson,ACTOR,2014,6.0,7.6,22894.0,['US']
16562,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Patina Miller,Daisy Grant,ACTOR,2014,6.0,7.6,22894.0,['US']
16563,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Erich Bergen,Blake Moran,ACTOR,2014,6.0,7.6,22894.0,['US']
16564,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Wallis Currie-Wood,Stephanie 'Stevie' McCord,ACTOR,2014,6.0,7.6,22894.0,['US']
16565,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Kevin Rahm,Mike B,ACTOR,2014,6.0,7.6,22894.0,['US']
16566,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Danny Mora,Miguel,ACTOR,2014,6.0,7.6,22894.0,['US']
16567,ts20261,1.0,0.0,0.0,Madam Secretary,SHOW,TV-14,43,"['war', 'thriller', 'drama']",Castulo Guerra,Mario,ACTOR,2014,6.0,7.6,22894.0,['US']
16643,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Gina Rodriguez,Jane Villanueva,ACTOR,2014,5.0,7.8,46286.0,['US']
16644,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Andrea Navedo,Xiomara Villanueva,ACTOR,2014,5.0,7.8,46286.0,['US']
16645,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Yael Grobglas,Petra Solano,ACTOR,2014,5.0,7.8,46286.0,['US']
16646,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Justin Baldoni,Rafael Solano,ACTOR,2014,5.0,7.8,46286.0,['US']
16647,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Ivonne Coll,Alba Villanueva,ACTOR,2014,5.0,7.8,46286.0,['US']
16648,ts21367,1.0,0.0,0.0,Jane the Virgin,SHOW,TV-14,42,"['drama', 'comedy']",Jaime Camil,Rogelio De La Vega,ACTOR,2014,5.0,7.8,46286.0,['US']
16737,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Taylor Schilling,Piper Chapman,ACTOR,2013,7.0,8.1,298009.0,['US']
16738,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Natasha Lyonne,Nicky Nichols,ACTOR,2013,7.0,8.1,298009.0,['US']
16739,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Uzo Aduba,Suzanne 'Crazy Eyes' Warren,ACTOR,2013,7.0,8.1,298009.0,['US']
16740,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Danielle Brooks,Tasha 'Taystee' Jefferson,ACTOR,2013,7.0,8.1,298009.0,['US']
16741,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Jackie Cruz,Marisol 'Flaca' Gonzales,ACTOR,2013,7.0,8.1,298009.0,['US']
16742,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Selenis Leyva,Gloria Mendoza,ACTOR,2013,7.0,8.1,298009.0,['US']
16743,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Taryn Manning,Tiffany 'Pennsatucky' Doggett,ACTOR,2013,7.0,8.1,298009.0,['US']
16744,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Adrienne C. Moore,Cindy Hayes,ACTOR,2013,7.0,8.1,298009.0,['US']
16745,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Dascha Polanco,Dayanara Diaz,ACTOR,2013,7.0,8.1,298009.0,['US']
16746,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Nick Sandow,Joe Caputo,ACTOR,2013,7.0,8.1,298009.0,['US']
16747,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Yael Stone,Lorna Morello,ACTOR,2013,7.0,8.1,298009.0,['US']
16748,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Kate Mulgrew,Galina 'Red' Reznikov,ACTOR,2013,7.0,8.1,298009.0,['US']
16749,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Laura Prepon,Alex Vause,ACTOR,2013,7.0,8.1,298009.0,['US']
16750,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Elizabeth Rodriguez,Aleida Diaz,ACTOR,2013,7.0,8.1,298009.0,['US']
16751,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Jessica Pimentel,Maria Ruiz,ACTOR,2013,7.0,8.1,298009.0,['US']
16752,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Laura Gómez,Blanca Flores,ACTOR,2013,7.0,8.1,298009.0,['US']
16753,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Matt Peters,Joel Luschek,ACTOR,2013,7.0,8.1,298009.0,['US']
16754,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Dale Soules,Frieda Berlin,ACTOR,2013,7.0,8.1,298009.0,['US']
16755,ts20823,1.0,0.0,0.0,Orange Is the New Black,SHOW,TV-MA,59,"['drama', 'comedy', 'crime']",Alysia Reiner,Natalie Figueroa,ACTOR,2013,7.0,8.1,298009.0,['US']
16788,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Danielle Cormack,Bea Smith,ACTOR,2013,9.0,8.6,22056.0,['AU']
16789,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Nicole da Silva,Franky Doyle,ACTOR,2013,9.0,8.6,22056.0,['AU']
16790,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Kate Atkinson,Vera Bennett,ACTOR,2013,9.0,8.6,22056.0,['AU']
16791,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Robbie Magasiva,Will Jackson,ACTOR,2013,9.0,8.6,22056.0,['AU']
16792,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Kate Jenkinson,Allie Novak,ACTOR,2013,9.0,8.6,22056.0,['AU']
16793,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Tammy Macintosh,Kaz Proctor,ACTOR,2013,9.0,8.6,22056.0,['AU']
16794,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Jacqueline Brennan,Linda Miles,ACTOR,2013,9.0,8.6,22056.0,['AU']
16795,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",David de Lautour,Dr. Greg Miller,ACTOR,2013,9.0,8.6,22056.0,['AU']
16796,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Pamela Rabe,Joan Ferguson,ACTOR,2013,9.0,8.6,22056.0,['AU']
16797,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Katrina Milosevic,"Sue ""Boomer"" Jenkins",ACTOR,2013,9.0,8.6,22056.0,['AU']
16798,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Leah Purcell,Rita Connors,ACTOR,2013,9.0,8.6,22056.0,['AU']
16799,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Rarriwuy Hick,Ruby Mitchell,ACTOR,2013,9.0,8.6,22056.0,['AU']
16800,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Susie Porter,Marie Winter,ACTOR,2013,9.0,8.6,22056.0,['AU']
16801,ts35682,1.0,0.0,0.0,Wentworth,SHOW,TV-MA,46,"['drama', 'thriller', 'crime']",Kate Box,Lou Kelly,ACTOR,2013,9.0,8.6,22056.0,['AU']
16820,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Keith Allan,Murphy,ACTOR,2014,5.0,6.6,36415.0,['US']
16821,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Kellita Smith,Roberta Warren,ACTOR,2014,5.0,6.6,36415.0,['US']
16822,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Anastasia Baranova,Addy Carver,ACTOR,2014,5.0,6.6,36415.0,['US']
16823,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Nat Zang,10K,ACTOR,2014,5.0,6.6,36415.0,['US']
16824,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Russell Hodgkinson,Doc,ACTOR,2014,5.0,6.6,36415.0,['US']
16825,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Katy O'Brian,"Georgia ""George"" St. Clair",ACTOR,2014,5.0,6.6,36415.0,['US']
16826,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Gracie Gillam,Sgt. Lilley,ACTOR,2014,5.0,6.6,36415.0,['US']
16827,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",DJ Qualls,Citizen Z,ACTOR,2014,5.0,6.6,36415.0,['US']
16828,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Ramona Young,Kaya,ACTOR,2014,5.0,6.6,36415.0,['US']
16829,ts20791,1.0,0.0,0.0,Z Nation,SHOW,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",Tara Holt,Lucy Murphy,ACTOR,2014,5.0,6.6,36415.0,['US']
16934,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Lorenzo Richelmy,Marco Polo,ACTOR,2014,2.0,8.0,71735.0,['US']
16935,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Benedict Wong,Kublai Khan,ACTOR,2014,2.0,8.0,71735.0,['US']
16936,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Joan Chen,Empress Chabi,ACTOR,2014,2.0,8.0,71735.0,['US']
16937,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Remy Hii,Crown Prince Jingim,ACTOR,2014,2.0,8.0,71735.0,['US']
16938,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Zhu Zhu,Kokachin,ACTOR,2014,2.0,8.0,71735.0,['US']
16939,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Uli Latukefu,Byamba,ACTOR,2014,2.0,8.0,71735.0,['US']
16940,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Mahesh Jadu,Ahmad,ACTOR,2014,2.0,8.0,71735.0,['US']
16941,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Tom Wu,Li Jinbao,ACTOR,2014,2.0,8.0,71735.0,['US']
16942,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Olivia Cheng,Mei Lin,ACTOR,2014,2.0,8.0,71735.0,['US']
16943,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Rick Yune,Kaidu Khan,ACTOR,2014,2.0,8.0,71735.0,['US']
16944,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Chin Han,Jia Sidao,ACTOR,2014,2.0,8.0,71735.0,['US']
16945,ts20280,1.0,0.0,0.0,Marco Polo,SHOW,TV-MA,55,"['action', 'drama', 'history', 'documentation']",Claudia Kim,Khutulun,ACTOR,2014,2.0,8.0,71735.0,['US']
17116,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",D.J. Cotrona,Seth Gecko,ACTOR,2014,3.0,6.9,20132.0,['US']
17117,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Zane Holtz,Richie Gecko,ACTOR,2014,3.0,6.9,20132.0,['US']
17118,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Eiza González,Santanico Pandemonium,ACTOR,2014,3.0,6.9,20132.0,['US']
17119,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Jamie Tisdale,Margaret Gonzalez,ACTOR,2014,3.0,6.9,20132.0,['US']
17120,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Jesse Garcia,Ranger Freddie Gonzalez,ACTOR,2014,3.0,6.9,20132.0,['US']
17121,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Jake Busey,Professor Aiden Tanner,ACTOR,2014,3.0,6.9,20132.0,['US']
17122,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Maurice Compte,Brasa,ACTOR,2014,3.0,6.9,20132.0,['US']
17123,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Madison Davenport,Kate Fuller,ACTOR,2014,3.0,6.9,20132.0,['US']
17124,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Wilmer Valderrama,Carlos Madrigal,ACTOR,2014,3.0,6.9,20132.0,['US']
17125,ts20288,1.0,0.0,0.0,From Dusk Till Dawn: The Series,SHOW,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",Brandon Soo Hoo,Scott Fuller,ACTOR,2014,3.0,6.9,20132.0,['US']
17244,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Yuki Kaji,Meliodas (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17245,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Sora Amamiya,Elizabeth (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17246,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Tatsuhisa Suzuki,Ban (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17247,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Misaki Kuno,Hawk (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17248,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Aoi Yuki,Diane (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17249,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Jun Fukuyama,King (voice),ACTOR,2014,5.0,7.9,31085.0,['JP']
17250,ts314002,1.0,0.0,0.0,The Seven Deadly Sins,SHOW,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",Rintaro Nishi,Narrator,ACTOR,2014,5.0,7.9,31085.0,['JP']
17385,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Ricky Gervais,Derek,ACTOR,2013,3.0,8.1,32622.0,['GB']
17386,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Kerry Godliman,Hannah,ACTOR,2013,3.0,8.1,32622.0,['GB']
17387,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",David Earl,Kev,ACTOR,2013,3.0,8.1,32622.0,['GB']
17388,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Barry Martin,Joe,ACTOR,2013,3.0,8.1,32622.0,['GB']
17389,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Margaret Towner,Edna,ACTOR,2013,3.0,8.1,32622.0,['GB']
17390,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Sheila Collings,Sheila,ACTOR,2013,3.0,8.1,32622.0,['GB']
17391,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Blanche Williams,Precious,ACTOR,2013,3.0,8.1,32622.0,['GB']
17392,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Tim Barlow,Jack,ACTOR,2013,3.0,8.1,32622.0,['GB']
17393,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Arthur Nightingale,Arthur,ACTOR,2013,3.0,8.1,32622.0,['GB']
17394,ts2727,1.0,0.0,0.0,Derek,SHOW,TV-MA,27,"['drama', 'comedy', 'european']",Ninette Finch,Annie,ACTOR,2013,3.0,8.1,32622.0,['GB']
17395,ts20790,1.0,0.0,0.0,Young & Hungry,SHOW,TV-14,21,"['comedy', 'drama', 'romance']",Emily Osment,Gabi Diamond,ACTOR,2014,5.0,7.3,15780.0,['US']
17396,ts20790,1.0,0.0,0.0,Young & Hungry,SHOW,TV-14,21,"['comedy', 'drama', 'romance']",Jonathan Sadowski,Josh Kaminski,ACTOR,2014,5.0,7.3,15780.0,['US']
17397,ts20790,1.0,0.0,0.0,Young & Hungry,SHOW,TV-14,21,"['comedy', 'drama', 'romance']",Aimee Carrero,Sofia Rodriguez,ACTOR,2014,5.0,7.3,15780.0,['US']
17398,ts20790,1.0,0.0,0.0,Young & Hungry,SHOW,TV-14,21,"['comedy', 'drama', 'romance']",Kym Whitley,Yolanda,ACTOR,2014,5.0,7.3,15780.0,['US']
17399,ts20790,1.0,0.0,0.0,Young & Hungry,SHOW,TV-14,21,"['comedy', 'drama', 'romance']",Rex Lee,Elliot Park,ACTOR,2014,5.0,7.3,15780.0,['US']
17522,ts35570,1.0,0.0,0.0,Lovesick,SHOW,TV-MA,25,"['comedy', 'european']",Johnny Flynn,Dylan Witter,ACTOR,2014,3.0,8.0,19899.0,['GB']
17523,ts35570,1.0,0.0,0.0,Lovesick,SHOW,TV-MA,25,"['comedy', 'european']",Antonia Thomas,Evie Douglas,ACTOR,2014,3.0,8.0,19899.0,['GB']
17524,ts35570,1.0,0.0,0.0,Lovesick,SHOW,TV-MA,25,"['comedy', 'european']",Daniel Ings,Luke Curran,ACTOR,2014,3.0,8.0,19899.0,['GB']
17662,ts20097,1.0,0.0,0.0,Hemlock Grove,SHOW,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",Landon Liboiron,Peter Rumancek,ACTOR,2013,3.0,7.0,39998.0,['US']
17663,ts20097,1.0,0.0,0.0,Hemlock Grove,SHOW,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",Bill Skarsgård,Roman Godfrey,ACTOR,2013,3.0,7.0,39998.0,['US']
17664,ts20097,1.0,0.0,0.0,Hemlock Grove,SHOW,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",Famke Janssen,Olivia Godfrey,ACTOR,2013,3.0,7.0,39998.0,['US']
17665,ts20097,1.0,0.0,0.0,Hemlock Grove,SHOW,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",Madeleine Martin,Shelley Godfrey,ACTOR,2013,3.0,7.0,39998.0,['US']
17666,ts20097,1.0,0.0,0.0,Hemlock Grove,SHOW,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",Camille De Pazzis,Annie,ACTOR,2013,3.0,7.0,39998.0,['US']
17724,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Engin Altan Düzyatan,Ertuğrul,ACTOR,2014,5.0,7.9,36177.0,['TR']
17725,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Hülya Darcan,Hayme Ana,ACTOR,2014,5.0,7.9,36177.0,['TR']
17726,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Didem Balçın,Selcan,ACTOR,2014,5.0,7.9,36177.0,['TR']
17727,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Cengiz Coşkun,Turgut Alp,ACTOR,2014,5.0,7.9,36177.0,['TR']
