,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,genres,name,character,role,release_year,seasons,imdb_score,imdb_votes,production_countries
90574,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Peter Franzén,King Harald Finehair,ACTOR,2013,6.0,8.5,508388.0,['CA']
90575,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Georgia Hirst,Torvi,ACTOR,2013,6.0,8.5,508388.0,['CA']
90576,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Danila Kozlovsky,Prince Oleg of Novgorod,ACTOR,2013,6.0,8.5,508388.0,['CA']
90577,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Yuki Kaji,Eren Yeager (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90578,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Yui Ishikawa,Mikasa Ackerman (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90579,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Marina Inoue,Armin Arlert (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90580,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Kisho Taniyama,Jean Kirstein (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90581,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Hiro Shimono,Connie Springer (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90582,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Yoshimasa Hosoya,Reiner Braun (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90583,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Takehito Koyasu,Zeke (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90584,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Natsuki Hanae,Falco Grice (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90585,ts20682,0.0,1.0,0.0,Attack on Titan,SHOW,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Ayane Sakura,Gabi Braun (voice),ACTOR,2013,4.0,9.0,325381.0,['JP']
90586,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Andy Samberg,Jake Peralta,ACTOR,2013,8.0,8.4,293549.0,['US']
90587,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Melissa Fumero,Amy Santiago,ACTOR,2013,8.0,8.4,293549.0,['US']
90588,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Terry Crews,Terry Jeffords,ACTOR,2013,8.0,8.4,293549.0,['US']
90589,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Joe Lo Truglio,Charles Boyle,ACTOR,2013,8.0,8.4,293549.0,['US']
90590,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Stephanie Beatriz,Rosa Diaz,ACTOR,2013,8.0,8.4,293549.0,['US']
90591,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Andre Braugher,Raymond Holt,ACTOR,2013,8.0,8.4,293549.0,['US']
90592,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Joel McKinnon Miller,Norman Scully,ACTOR,2013,8.0,8.4,293549.0,['US']
90593,ts11174,0.0,1.0,0.0,Brooklyn Nine-Nine,SHOW,TV-14,22,"['comedy', 'crime']",Dirk Blocker,Michael Hitchcock,ACTOR,2013,8.0,8.4,293549.0,['US']
90594,ts20233,0.0,1.0,1.0,Rick and Morty,SHOW,TV-MA,22,"['scifi', 'action', 'animation', 'comedy']",Justin Roiland,Rick Sanchez / Morty Smith (voice),ACTOR,2013,5.0,9.2,473951.0,['US']
90595,ts20233,0.0,1.0,1.0,Rick and Morty,SHOW,TV-MA,22,"['scifi', 'action', 'animation', 'comedy']",Chris Parnell,Jerry Smith (voice),ACTOR,2013,5.0,9.2,473951.0,['US']
90596,ts20233,0.0,1.0,1.0,Rick and Morty,SHOW,TV-MA,22,"['scifi', 'action', 'animation', 'comedy']",Spencer Grammer,Summer Smith (voice),ACTOR,2013,5.0,9.2,473951.0,['US']
90597,ts20233,0.0,1.0,1.0,Rick and Morty,SHOW,TV-MA,22,"['scifi', 'action', 'animation', 'comedy']",Sarah Chalke,Beth Smith (voice),ACTOR,2013,5.0,9.2,473951.0,['US']
90598,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Toby Stephens,Captain Flint,ACTOR,2014,4.0,8.2,102055.0,['US']
90599,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Luke Arnold,John Silver,ACTOR,2014,4.0,8.2,102055.0,['US']
90600,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Hannah New,Eleanor Guthrie,ACTOR,2014,4.0,8.2,102055.0,['US']
90601,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Jessica Parker Kennedy,Max,ACTOR,2014,4.0,8.2,102055.0,['US']
90602,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Toby Schmitz,Jack Rackham,ACTOR,2014,4.0,8.2,102055.0,['US']
90603,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Tom Hopper,Billy Bones,ACTOR,2014,4.0,8.2,102055.0,['US']
90604,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Clara Paget,Anne Bonny,ACTOR,2014,4.0,8.2,102055.0,['US']
90605,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Ray Stevenson,Blackbeard,ACTOR,2014,4.0,8.2,102055.0,['US']
90606,ts196,0.0,1.0,0.0,Black Sails,SHOW,TV-MA,56,"['action', 'drama']",Luke Roberts,Woodes Rogers,ACTOR,2014,4.0,8.2,102055.0,['US']
90607,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Chris Rock,Loy Cannon,ACTOR,2014,4.0,8.9,362041.0,['US']
90608,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Jessie Buckley,Oraetta Mayflower,ACTOR,2014,4.0,8.9,362041.0,['US']
90609,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Jason Schwartzman,Josto Fadda,ACTOR,2014,4.0,8.9,362041.0,['US']
90610,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Ben Whishaw,"Patrick ""Rabbi"" Milligan",ACTOR,2014,4.0,8.9,362041.0,['US']
90611,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Jack Huston,Odis Weff,ACTOR,2014,4.0,8.9,362041.0,['US']
90612,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Salvatore Esposito,Gaetano Fadda,ACTOR,2014,4.0,8.9,362041.0,['US']
90613,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Emyri Crutchfield,Ethelrida Pearl Smutny,ACTOR,2014,4.0,8.9,362041.0,['US']
90614,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Andrew Bird,Thurman Smutny,ACTOR,2014,4.0,8.9,362041.0,['US']
90615,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Anji White,Dibrell Smutny,ACTOR,2014,4.0,8.9,362041.0,['US']
90616,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Jeremie Harris,Leon Bittle,ACTOR,2014,4.0,8.9,362041.0,['US']
90617,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Matthew Elam,Lemuel Cannon,ACTOR,2014,4.0,8.9,362041.0,['US']
90618,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Corey Hendrix,Omie Sparkman,ACTOR,2014,4.0,8.9,362041.0,['US']
90619,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",James Vincent Meredith,Opal Rackley,ACTOR,2014,4.0,8.9,362041.0,['US']
90620,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Francesco Acquaroli,Ebal Violante,ACTOR,2014,4.0,8.9,362041.0,['US']
90621,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Gaetano Bruno,Constant Calamita,ACTOR,2014,4.0,8.9,362041.0,['US']
90622,ts8345,0.0,1.0,0.0,Fargo,SHOW,TV-MA,54,"['drama', 'crime', 'thriller']",Karen Aldridge,Zelmare Roulette,ACTOR,2014,4.0,8.9,362041.0,['US']
90627,ts20142,0.0,1.0,0.0,Hannibal,SHOW,TV-MA,43,"['drama', 'horror', 'thriller', 'crime']",Hugh Dancy,Will Graham,ACTOR,2013,3.0,8.5,247955.0,['US']
90628,ts20142,0.0,1.0,0.0,Hannibal,SHOW,TV-MA,43,"['drama', 'horror', 'thriller', 'crime']",Mads Mikkelsen,Hannibal Lecter,ACTOR,2013,3.0,8.5,247955.0,['US']
90629,ts20142,0.0,1.0,0.0,Hannibal,SHOW,TV-MA,43,"['drama', 'horror', 'thriller', 'crime']",Laurence Fishburne,Jack Crawford,ACTOR,2013,3.0,8.5,247955.0,['US']
90630,ts20142,0.0,1.0,0.0,Hannibal,SHOW,TV-MA,43,"['drama', 'horror', 'thriller', 'crime']",Gillian Anderson,Dr. Bedelia Du Maurier,ACTOR,2013,3.0,8.5,247955.0,['US']
90631,ts20142,0.0,1.0,0.0,Hannibal,SHOW,TV-MA,43,"['drama', 'horror', 'thriller', 'crime']",Fortunato Cerlino,Isp. Rinaldo Pazzi,ACTOR,2013,3.0,8.5,247955.0,['US']
90667,ts37645,0.0,1.0,1.0,Nathan For You,SHOW,TV-14,25,"['comedy', 'documentation']",Nathan Fielder,Nathan Fielder,ACTOR,2013,4.0,8.9,25396.0,['US']
90691,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Jason Beghe,Hank Voight,ACTOR,2014,10.0,8.1,35309.0,['US']
90692,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Jesse Lee Soffer,Jay Halstead,ACTOR,2014,10.0,8.1,35309.0,['US']
90693,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Tracy Spiridakos,Hailey Upton,ACTOR,2014,10.0,8.1,35309.0,['US']
90694,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Marina Squerciati,Kim Burgess,ACTOR,2014,10.0,8.1,35309.0,['US']
90695,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Patrick John Flueger,Adam Ruzek,ACTOR,2014,10.0,8.1,35309.0,['US']
90696,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Laroyce Hawkins,Kevin Atwater,ACTOR,2014,10.0,8.1,35309.0,['US']
90697,ts3447,0.0,1.0,0.0,Chicago P.D.,SHOW,TV-14,42,"['drama', 'crime', 'thriller', 'action']",Amy Morton,Trudy Platt,ACTOR,2014,10.0,8.1,35309.0,['US']
90807,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Anthony Anderson,Andre Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90808,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Tracee Ellis Ross,Rainbow Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90809,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Marcus Scribner,Junior Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90810,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Marsai Martin,Diane Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90811,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Miles Brown,Jack Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90812,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Jenifer Lewis,Ruby Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90813,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Deon Cole,Charlie Telphy,ACTOR,2014,8.0,7.1,22208.0,['US']
90814,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Jeff Meacham,Josh Oppenhol,ACTOR,2014,8.0,7.1,22208.0,['US']
90815,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Peter MacKenzie,Leslie Stevens,ACTOR,2014,8.0,7.1,22208.0,['US']
90816,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Katlyn Nichol,Olivia Lockhart,ACTOR,2014,8.0,7.1,22208.0,['US']
90817,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",Berlin Gross,DeVante Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90818,ts20813,0.0,1.0,0.0,black-ish,SHOW,TV-14,21,"['comedy', 'documentation']",August Gross,DeVante Johnson,ACTOR,2014,8.0,7.1,22208.0,['US']
90819,ts20079,0.0,1.0,1.0,Over the Garden Wall,SHOW,TV-PG,11,"['family', 'comedy', 'thriller', 'scifi', 'animation', 'fantasy', 'horror', 'action', 'drama']",Elijah Wood,Wirt (voice),ACTOR,2014,1.0,8.8,51729.0,['US']
90820,ts20079,0.0,1.0,1.0,Over the Garden Wall,SHOW,TV-PG,11,"['family', 'comedy', 'thriller', 'scifi', 'animation', 'fantasy', 'horror', 'action', 'drama']",Collin Dean,Gregory (voice),ACTOR,2014,1.0,8.8,51729.0,['US']
90824,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Elisabeth Moss,Det. Robin Griffin,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90825,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",David Dencik,"Alexander ""Puss""",ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90826,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Gwendoline Christie,Miranda,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90827,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Alice Englert,Mary,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90828,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Jenny Wu,Kiki,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90829,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Linda Ngo,Sinn,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90830,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Jacqueline Joe,Tui,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90831,ts20848,0.0,1.0,0.0,Top of the Lake,SHOW,TV-MA,58,"['drama', 'thriller', 'crime', 'european']",Nicole Kidman,Julia,ACTOR,2013,2.0,7.5,34995.0,"['US', 'AU', 'NZ', 'GB']"
90832,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Abbi Jacobson,Abbi Abrams,ACTOR,2014,5.0,8.4,30516.0,['US']
90833,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Ilana Glazer,Ilana Wexler,ACTOR,2014,5.0,8.4,30516.0,['US']
90834,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Hannibal Buress,Lincoln Rice,ACTOR,2014,5.0,8.4,30516.0,['US']
90835,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Paul W. Downs,Trey Pucker,ACTOR,2014,5.0,8.4,30516.0,['US']
90836,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Arturo Castro,Jaime Castro,ACTOR,2014,5.0,8.4,30516.0,['US']
90837,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Chris Gethard,Todd,ACTOR,2014,5.0,8.4,30516.0,['US']
90838,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",Nicole Drespel,Nicole Klorn,ACTOR,2014,5.0,8.4,30516.0,['US']
90839,ts6339,0.0,1.0,0.0,Broad City,SHOW,TV-MA,22,"['drama', 'comedy']",John Gemberling,Matt Bevers,ACTOR,2014,5.0,8.4,30516.0,['US']
90840,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Sean Giambrone,Adam Goldberg,ACTOR,2013,9.0,8.1,36499.0,['US']
90841,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Jeff Garlin,Murray Goldberg,ACTOR,2013,9.0,8.1,36499.0,['US']
90842,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Wendi McLendon-Covey,Beverly Goldberg,ACTOR,2013,9.0,8.1,36499.0,['US']
90843,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Troy Gentile,Barry Goldberg,ACTOR,2013,9.0,8.1,36499.0,['US']
90844,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Hayley Orrantia,Erica Goldberg,ACTOR,2013,9.0,8.1,36499.0,['US']
90845,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],George Segal,Albert 'Pops' Solomon,ACTOR,2013,9.0,8.1,36499.0,['US']
90846,ts20229,0.0,1.0,0.0,The Goldbergs,SHOW,TV-PG,21,['comedy'],Patton Oswalt,Narrator (voice) (uncredited),ACTOR,2013,9.0,8.1,36499.0,['US']
90847,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Zach Callison,Steven (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90848,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Estelle,Garnet (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90849,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Michaela Dietz,Amethyst (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90850,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Deedee Magno,Pearl (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90851,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Shelby Rabara,Peridot (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90852,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Jennifer Paz,Lapis Lazuli (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90853,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Grace Rolek,Connie (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90854,ts20113,0.0,1.0,1.0,Steven Universe,SHOW,TV-PG,11,"['action', 'scifi', 'comedy', 'animation', 'drama', 'family', 'thriller', 'fantasy']",Tom Scharpling,Greg Universe (voice),ACTOR,2013,6.0,8.2,32020.0,['US']
90855,ts16606,0.0,1.0,0.0,Drunk History,SHOW,TV-14,21,"['comedy', 'history']",Derek Waters,Himself - Host / Various Characters,ACTOR,2013,7.0,7.8,10926.0,['US']
90899,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Omari Hardwick,James 'Ghost' St. Patrick,ACTOR,2014,6.0,8.1,45373.0,['US']
90900,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Joseph Sikora,Tommy Egan,ACTOR,2014,6.0,8.1,45373.0,['US']
90901,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Naturi Naughton,Tasha St. Patrick,ACTOR,2014,6.0,8.1,45373.0,['US']
90902,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Larenz Tate,Rashad Tate,ACTOR,2014,6.0,8.1,45373.0,['US']
90903,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Shane Johnson,Cooper Saxe,ACTOR,2014,6.0,8.1,45373.0,['US']
90904,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Michael Rainey Jr.,Tariq St. Patrick,ACTOR,2014,6.0,8.1,45373.0,['US']
90905,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",La La Anthony,Lakeisha Grant,ACTOR,2014,6.0,8.1,45373.0,['US']
90906,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Cynthia Addai-Robinson,Ramona Garrity,ACTOR,2014,6.0,8.1,45373.0,['US']
90907,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Elizabeth Rodriguez,Paz Valdes,ACTOR,2014,6.0,8.1,45373.0,['US']
90908,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Rotimi,"Andre ""Dre"" Coleman",ACTOR,2014,6.0,8.1,45373.0,['US']
90909,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Michael J. Ferguson,"Francis ""2-Bit"" Johnson",ACTOR,2014,6.0,8.1,45373.0,['US']
90910,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Jerry Ferrara,"Joseph ""Joe"" Proctor",ACTOR,2014,6.0,8.1,45373.0,['US']
90911,ts20296,0.0,1.0,0.0,Power,SHOW,TV-MA,60,"['drama', 'crime']",Monique Gabriela Curnen,Blanca Rodriguez,ACTOR,2014,6.0,8.1,45373.0,['US']
90912,ts20309,0.0,1.0,0.0,The Librarians,SHOW,TV-14,43,"['action', 'drama', 'fantasy', 'comedy']",Rebecca Romijn,Eve Baird,ACTOR,2014,4.0,7.3,21467.0,['US']
90913,ts20309,0.0,1.0,0.0,The Librarians,SHOW,TV-14,43,"['action', 'drama', 'fantasy', 'comedy']",John Larroquette,Jenkins,ACTOR,2014,4.0,7.3,21467.0,['US']
90914,ts20309,0.0,1.0,0.0,The Librarians,SHOW,TV-14,43,"['action', 'drama', 'fantasy', 'comedy']",Christian Kane,Jake Stone,ACTOR,2014,4.0,7.3,21467.0,['US']
90915,ts20309,0.0,1.0,0.0,The Librarians,SHOW,TV-14,43,"['action', 'drama', 'fantasy', 'comedy']",John Harlan Kim,Ezekiel Jones,ACTOR,2014,4.0,7.3,21467.0,['US']
90916,ts20309,0.0,1.0,0.0,The Librarians,SHOW,TV-14,43,"['action', 'drama', 'fantasy', 'comedy']",Lindy Booth,Cassandra Cillian,ACTOR,2014,4.0,7.3,21467.0,['US']
90917,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Diane Kruger,Sonya Cross,ACTOR,2013,2.0,7.6,19045.0,['US']
90918,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Demián Bichir,Marco Ruiz,ACTOR,2013,2.0,7.6,19045.0,['US']
90919,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Annabeth Gish,Charlotte Millwright,ACTOR,2013,2.0,7.6,19045.0,['US']
90920,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Emily Rios,Adriana Mendez,ACTOR,2013,2.0,7.6,19045.0,['US']
90921,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Thomas M. Wright,Steven Linder,ACTOR,2013,2.0,7.6,19045.0,['US']
90922,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Matthew Lillard,Daniel Frye,ACTOR,2013,2.0,7.6,19045.0,['US']
90923,ts15770,0.0,1.0,0.0,The Bridge,SHOW,TV-MA,43,"['drama', 'thriller', 'crime']",Ted Levine,Lieutenant Hank Wade,ACTOR,2013,2.0,7.6,19045.0,['US']
90924,ts20707,0.0,1.0,0.0,The Last Ship,SHOW,TV-14,42,"['scifi', 'drama', 'thriller', 'war', 'action']",Eric Dane,CO CDR Tom Chandler,ACTOR,2014,5.0,7.4,57813.0,['US']
